timestamp,electricity,water,heat,gas
2025-06-01 18:43:07,350.83,16.21,120.57,36.29
2025-06-01 18:43:12,204.26,11.63,128.19,27.97
2025-06-01 18:43:17,450.16,12.67,114.73,28.83
2025-06-01 18:43:22,325.55,14.47,190.05,41.94
2025-06-01 18:43:27,466.8,17.29,189.36,33.69
2025-06-01 18:43:32,420.96,7.58,65.67,42.1
2025-06-01 18:43:37,251.91,18.46,193.91,31.06
2025-06-01 18:43:42,315.35,7.73,115.06,23.55
2025-06-01 18:43:47,344.28,13.53,79.06,16.07
2025-06-01 18:43:52,136.38,11.73,56.31,43.76
2025-06-01 18:43:57,493.27,11.33,142.72,35.65
2025-06-01 18:44:02,325.67,18.83,92.32,18.91
2025-06-01 18:44:07,252.35,11.56,88.44,35.53
2025-06-01 18:44:12,181.62,9.43,169.42,13.99
2025-06-01 18:44:17,247.49,16.79,165.85,44.75
2025-06-01 18:44:22,156.87,10.33,61.57,49.91
2025-06-01 18:44:27,412.05,17.63,125.21,20.81
2025-06-01 18:44:32,493.44,7.98,160.71,20.25
2025-06-01 18:44:37,474.07,5.24,149.3,44.89
2025-06-01 18:44:42,356.29,14.72,167.22,25.4
2025-06-01 18:44:47,262.6,16.19,109.47,34.85
2025-06-01 18:44:52,182.13,8.63,137.83,34.79
2025-06-01 18:44:57,247.44,16.35,110.12,48.08
2025-06-01 18:45:02,277.12,6.12,80.47,43.84
2025-06-01 18:45:07,429.94,6.35,189.49,43.58
2025-06-01 18:45:12,106.44,14.1,144.42,23.57
2025-06-01 18:45:17,289.62,14.99,180.07,11.41
2025-06-01 18:45:22,359.7,6.92,81.28,16.06
2025-06-01 18:45:27,432.68,14.93,149.33,48.82
2025-06-01 18:45:32,430.53,7.49,97.32,19.23
2025-06-01 18:45:37,418.49,14.18,72.62,11.3
2025-06-01 18:45:42,393.58,17.58,141.04,38.94
2025-06-01 18:45:47,443.9,14.24,91.26,31.18
2025-06-01 18:45:52,425.56,8.64,139.52,30.71
2025-06-01 18:45:57,126.53,13.5,69.75,46.32
2025-06-01 18:46:02,344.45,18.53,158.08,27.05
2025-06-01 18:46:07,313.25,6.91,194.95,44.36
2025-06-01 18:46:12,460.65,17.7,109.24,20.81
2025-06-01 18:46:17,269.8,19.64,87.3,43.36
2025-06-01 18:46:22,345.87,5.57,191.19,31.83
2025-06-01 18:46:27,291.05,7.52,74.75,30.18
2025-06-01 18:46:32,350.27,10.39,108.37,49.3
2025-06-01 18:46:37,407.51,5.39,87.53,18.75
2025-06-01 18:46:42,233.42,13.01,72.53,27.75
2025-06-01 18:46:47,444.82,13.54,148.51,19.59
2025-06-01 18:46:52,108.1,7.95,76.58,23.93
2025-06-01 18:46:57,406.27,11.81,66.92,12.51
2025-06-01 18:47:02,392.19,7.0,152.69,26.21
2025-06-01 18:47:07,322.95,7.62,164.45,38.64
2025-06-01 18:47:12,413.02,10.21,97.68,33.48
2025-06-01 18:47:17,226.4,12.52,97.88,38.54
2025-06-01 18:47:22,359.17,8.8,76.41,10.33
2025-06-01 18:47:27,314.41,10.66,155.47,49.12
2025-06-01 18:47:32,245.34,17.89,118.17,11.74
2025-06-01 18:47:37,380.61,5.47,55.87,40.85
2025-06-01 18:47:42,408.44,5.64,112.77,23.84
2025-06-01 18:47:47,113.58,19.56,109.32,23.07
2025-06-01 18:47:52,179.87,5.76,80.27,47.45
2025-06-01 18:47:57,465.72,8.22,141.63,32.62
2025-06-01 18:48:02,100.1,9.66,85.41,23.99
2025-06-01 18:48:07,382.8,17.88,64.21,16.96
2025-06-01 18:48:12,231.89,6.27,178.84,39.72
2025-06-01 18:48:17,406.41,7.72,127.59,28.97
2025-06-01 18:48:22,137.92,13.56,141.48,19.64
2025-06-01 18:48:27,464.3,13.19,61.89,21.01
2025-06-01 18:48:32,139.73,6.62,130.92,21.68
2025-06-01 18:48:37,207.21,5.74,94.37,31.46
2025-06-01 18:48:42,251.54,8.74,139.13,46.61
2025-06-01 18:48:47,290.16,5.16,57.28,37.05
2025-06-01 18:48:53,271.44,19.45,170.06,31.12
2025-06-01 18:48:58,210.33,6.86,128.24,30.55
2025-06-01 18:49:03,144.65,9.62,144.35,13.26
2025-06-01 18:49:08,393.52,11.23,160.25,40.75
2025-06-01 18:49:13,285.07,12.11,112.7,39.52
2025-06-01 18:49:18,195.14,15.21,131.74,12.74
2025-06-01 18:49:23,281.18,13.21,87.85,42.53
2025-06-01 18:49:28,266.35,8.32,113.75,46.13
2025-06-01 18:49:33,346.79,14.93,71.06,18.04
2025-06-01 18:49:38,431.51,18.51,128.45,44.79
2025-06-01 18:49:43,399.58,16.21,71.34,14.64
2025-06-01 18:49:48,414.6,14.4,183.89,16.8
2025-06-01 18:49:53,257.37,10.4,118.63,25.03
2025-06-01 18:49:58,120.35,6.34,130.46,48.82
2025-06-01 18:50:03,248.94,10.64,55.78,40.37
2025-06-01 18:50:08,191.32,17.15,147.94,22.69
2025-06-01 18:50:13,453.9,11.34,143.67,21.1
2025-06-01 18:50:18,210.51,7.68,148.64,20.23
2025-06-01 18:50:23,355.56,15.68,141.72,11.48
2025-06-01 18:50:28,494.23,10.82,161.57,26.89
2025-06-01 18:50:33,440.79,5.37,56.6,26.01
2025-06-01 18:50:38,388.64,13.73,119.21,20.12
2025-06-01 18:50:43,150.67,16.75,194.84,44.15
2025-06-01 18:50:48,399.06,6.95,173.22,40.57
2025-06-01 18:50:53,277.12,9.09,142.04,34.63
2025-06-01 18:50:58,137.29,18.84,64.86,47.11
2025-06-01 18:51:03,458.47,9.0,166.88,24.54
2025-06-01 18:51:08,459.46,10.5,101.46,40.34
2025-06-01 18:51:13,227.91,12.72,199.47,20.12
2025-06-01 18:51:18,132.1,12.67,78.64,46.79
2025-06-01 18:51:23,124.39,14.41,96.13,16.04
2025-06-01 18:51:28,254.59,19.34,171.49,48.18
2025-06-01 18:51:33,426.5,18.16,74.13,45.17
2025-06-01 18:51:38,349.46,5.28,162.2,13.68
2025-06-01 18:51:43,447.94,15.04,160.06,36.98
2025-06-01 18:51:48,324.6,18.25,117.53,34.78
2025-06-01 18:51:53,325.28,6.21,189.85,37.04
2025-06-01 18:51:58,372.51,10.36,99.34,26.94
2025-06-01 18:52:03,203.4,13.41,142.42,36.69
2025-06-01 18:52:08,346.46,16.76,184.46,18.66
2025-06-01 18:52:13,326.94,11.58,102.83,46.68
2025-06-01 18:52:18,454.23,7.5,66.63,49.97
2025-06-01 18:52:23,176.61,15.71,135.19,41.8
2025-06-01 18:52:28,376.89,12.63,175.68,39.35
2025-06-01 18:52:33,299.22,19.0,185.86,10.7
2025-06-01 18:52:38,475.21,13.34,75.68,45.07
2025-06-01 18:52:43,357.54,8.42,149.83,48.94
2025-06-01 18:52:48,439.86,12.79,179.67,36.17
2025-06-01 18:52:53,213.34,10.75,137.51,42.77
2025-06-01 18:52:58,338.13,12.94,55.98,34.76
2025-06-01 18:53:03,341.16,7.83,171.95,29.45
2025-06-01 18:53:08,493.36,14.51,193.23,13.08
2025-06-01 18:53:13,120.87,19.0,115.76,13.85
2025-06-01 18:53:18,249.53,5.2,72.95,22.83
2025-06-01 18:53:23,467.2,9.31,184.53,38.88
2025-06-01 18:53:28,282.85,14.32,63.0,27.89
2025-06-01 18:53:33,362.13,17.17,190.96,17.65
2025-06-01 18:53:38,289.93,19.0,73.57,33.44
2025-06-01 18:53:43,424.55,19.45,118.01,21.75
2025-06-01 18:53:48,128.41,15.55,135.37,35.2
2025-06-01 18:53:53,353.22,9.88,164.0,13.74
2025-06-01 18:53:58,384.97,7.42,130.14,32.17
2025-06-01 18:54:03,135.64,14.04,67.3,13.58
2025-06-01 18:54:08,309.83,6.12,103.5,47.72
2025-06-01 18:54:13,410.0,12.95,97.21,22.53
2025-06-01 18:54:18,436.41,8.21,105.41,28.05
2025-06-01 18:54:23,173.18,9.82,187.83,29.52
2025-06-01 18:54:28,236.27,17.01,193.86,47.83
2025-06-01 18:54:33,458.07,10.95,116.9,20.96
2025-06-01 18:54:38,180.72,9.8,104.19,11.72
2025-06-01 18:54:43,240.17,11.87,169.59,47.36
2025-06-01 18:54:48,180.24,15.24,119.45,35.54
2025-06-01 18:54:53,456.48,7.32,79.23,17.6
2025-06-01 18:54:58,490.74,16.96,192.1,21.17
2025-06-01 18:55:03,104.38,17.7,84.16,12.46
2025-06-01 18:55:08,389.39,12.77,58.66,30.32
2025-06-01 18:55:13,291.64,19.07,156.36,17.26
2025-06-01 18:55:18,196.04,5.83,194.57,48.31
2025-06-01 18:55:23,253.52,13.98,183.68,49.26
2025-06-01 18:55:28,350.51,13.34,78.28,14.17
2025-06-01 18:55:33,102.52,19.39,127.35,42.17
2025-06-01 18:55:38,109.34,18.08,92.54,12.71
2025-06-01 18:55:43,211.16,15.43,160.98,26.22
2025-06-01 18:55:48,422.62,16.77,62.64,23.04
2025-06-01 18:55:53,468.84,18.69,100.09,15.31
2025-06-01 18:55:58,238.29,11.37,87.43,41.08
2025-06-01 18:56:03,246.03,19.4,112.78,19.82
2025-06-01 18:56:08,292.72,19.36,112.72,20.21
2025-06-01 18:56:13,265.22,18.78,144.19,24.11
2025-06-01 18:56:18,194.41,8.54,185.06,27.21
2025-06-01 18:56:23,304.26,12.73,156.8,27.7
2025-06-01 18:56:28,197.55,11.91,82.57,33.5
2025-06-01 18:56:33,410.99,19.77,146.32,15.89
2025-06-01 18:56:38,498.47,12.79,58.31,28.81
2025-06-01 18:56:43,381.67,17.34,120.22,35.26
2025-06-01 18:56:48,457.76,15.2,180.96,42.4
2025-06-01 18:56:53,429.77,12.56,103.96,43.56
2025-06-01 18:56:58,424.68,13.92,178.28,16.9
2025-06-01 18:57:03,141.01,7.53,154.02,24.38
2025-06-01 18:57:08,402.97,12.55,112.16,24.68
2025-06-01 18:57:13,352.82,11.69,113.4,46.11
2025-06-01 18:57:18,133.62,13.6,164.67,22.69
2025-06-01 18:57:23,193.87,15.44,79.59,40.32
2025-06-01 18:57:28,136.01,6.63,168.25,10.11
2025-06-01 18:57:33,321.1,6.91,180.27,28.91
2025-06-01 18:57:38,253.4,7.92,151.71,25.16
2025-06-01 18:57:43,334.43,11.77,51.55,28.12
2025-06-01 18:57:48,313.52,14.7,79.25,37.31
2025-06-01 18:57:53,187.09,6.97,68.19,19.06
2025-06-01 18:57:58,197.96,7.25,149.17,20.8
2025-06-01 18:58:03,236.87,12.03,58.79,35.06
2025-06-01 18:58:08,235.15,8.57,146.92,38.46
2025-06-01 18:58:13,257.45,17.72,53.76,28.55
2025-06-01 18:58:19,445.61,5.84,146.04,24.52
2025-06-01 18:58:24,226.21,17.67,143.8,31.27
2025-06-01 18:58:29,238.13,11.1,65.21,35.29
2025-06-01 18:58:34,270.67,13.89,142.83,13.6
2025-06-01 18:58:39,210.38,11.72,57.72,24.6
2025-06-01 18:58:44,198.37,15.66,160.74,44.97
2025-06-01 18:58:49,118.6,6.16,152.16,19.94
2025-06-01 18:58:54,435.38,12.85,98.87,47.68
2025-06-01 18:58:59,356.18,10.74,131.56,24.72
2025-06-01 18:59:04,256.84,18.69,100.45,47.68
2025-06-01 18:59:09,468.94,8.51,190.41,24.16
2025-06-01 18:59:14,377.87,19.69,129.0,16.7
2025-06-01 18:59:19,417.77,14.3,111.23,14.09
2025-06-01 18:59:24,112.22,8.95,144.77,43.35
2025-06-01 18:59:29,341.13,12.89,95.26,19.53
2025-06-01 18:59:34,376.58,11.62,84.84,23.01
2025-06-01 18:59:39,404.49,11.98,198.95,10.34
2025-06-01 18:59:44,230.26,19.51,149.84,21.07
2025-06-01 18:59:49,422.57,6.75,183.04,14.88
2025-06-01 18:59:54,426.1,19.82,178.58,35.38
2025-06-01 18:59:59,248.22,11.7,54.75,23.35
2025-06-01 19:00:04,193.24,5.95,130.18,25.47
2025-06-01 19:00:09,362.19,10.11,198.06,17.49
2025-06-01 19:00:14,187.28,6.25,129.78,23.91
2025-06-01 19:00:19,227.02,6.75,191.16,44.95
2025-06-01 19:00:24,402.99,8.55,120.77,30.57
2025-06-01 19:00:29,285.56,13.44,100.49,26.65
2025-06-01 19:00:34,312.9,10.81,135.51,30.9
2025-06-01 19:00:39,126.48,16.19,142.44,20.07
2025-06-01 19:00:44,116.5,16.7,135.35,17.43
2025-06-01 19:00:49,188.43,16.48,148.62,40.41
2025-06-01 19:00:54,428.25,16.73,88.82,28.89
2025-06-01 19:00:59,358.13,7.98,59.2,21.59
2025-06-01 19:01:04,400.62,7.85,125.05,27.72
2025-06-01 19:01:09,138.18,12.51,189.85,22.45
2025-06-01 19:01:14,370.7,17.99,73.74,11.58
2025-06-01 19:01:19,250.37,7.58,78.51,33.91
2025-06-01 19:01:24,411.96,15.2,193.36,36.35
2025-06-01 19:01:29,417.72,9.39,103.75,15.54
2025-06-01 19:01:34,332.37,17.95,130.05,40.73
2025-06-01 19:01:39,185.32,9.29,160.5,10.69
2025-06-01 19:01:44,181.68,5.84,72.3,31.19
2025-06-01 19:01:49,105.63,10.85,198.43,10.11
2025-06-01 19:01:54,405.82,7.65,64.28,44.64
2025-06-01 19:01:59,301.88,8.9,114.25,10.51
2025-06-01 19:02:04,104.29,14.29,62.57,47.65
2025-06-01 19:02:09,494.58,13.47,55.24,36.33
2025-06-01 19:02:14,174.07,14.05,198.12,22.99
2025-06-01 19:02:19,242.66,7.28,51.33,12.39
2025-06-01 19:02:24,394.34,8.49,152.46,43.8
2025-06-01 19:02:29,292.24,10.65,155.7,37.1
2025-06-01 19:02:34,184.55,15.91,162.1,12.65
2025-06-01 19:02:39,351.19,11.48,112.15,21.9
2025-06-01 19:02:44,308.35,14.57,94.49,43.25
2025-06-01 19:02:49,366.15,17.79,198.51,16.58
2025-06-01 19:02:54,247.01,16.06,176.49,47.1
2025-06-01 19:02:59,450.29,11.49,115.4,20.46
2025-06-01 19:03:04,456.26,5.41,119.58,23.41
2025-06-01 19:03:09,248.67,15.32,154.53,10.49
2025-06-01 19:03:14,289.66,19.87,162.27,23.39
2025-06-01 19:03:19,230.91,16.54,120.2,20.19
2025-06-01 19:03:24,356.36,12.68,128.13,39.38
2025-06-01 19:03:29,477.57,13.36,102.23,38.16
2025-06-01 19:03:34,128.83,15.72,97.82,21.61
2025-06-01 19:03:39,345.58,19.43,168.11,46.91
2025-06-01 19:03:44,480.51,11.32,144.21,19.52
2025-06-01 19:03:49,356.53,18.2,152.88,11.9
2025-06-01 19:03:54,497.94,6.61,163.75,48.69
2025-06-01 19:03:59,112.39,8.45,132.24,30.19
2025-06-01 19:04:04,471.52,7.0,107.9,17.75
2025-06-01 19:04:09,488.57,17.14,53.2,22.64
2025-06-01 19:04:14,301.52,8.13,163.54,33.06
2025-06-01 19:04:19,284.96,16.08,186.24,45.0
2025-06-01 19:04:24,317.45,5.12,110.19,24.15
2025-06-01 19:04:29,469.7,11.4,181.81,12.77
2025-06-01 19:04:34,198.83,12.72,152.56,42.45
2025-06-01 19:04:39,365.57,8.52,88.87,32.72
2025-06-01 19:04:44,160.09,8.02,141.38,37.56
2025-06-01 19:04:49,413.89,16.74,146.75,26.19
2025-06-01 19:04:54,277.0,17.66,119.54,44.31
2025-06-01 19:04:59,499.34,9.7,151.77,32.78
2025-06-01 19:05:04,449.37,7.92,94.32,49.97
2025-06-01 19:05:09,228.47,8.05,133.94,46.62
2025-06-01 19:05:14,432.62,12.19,85.54,30.75
2025-06-01 19:05:19,366.65,5.56,119.72,11.76
2025-06-01 19:05:24,488.66,12.13,51.14,38.01
2025-06-01 19:05:29,148.35,9.45,105.37,10.83
2025-06-01 19:05:34,428.25,15.64,168.08,28.6
2025-06-01 19:05:39,492.54,5.05,163.04,18.58
2025-06-01 19:05:44,299.64,11.87,132.88,14.59
2025-06-01 19:05:49,493.95,11.1,149.69,15.07
2025-06-01 19:05:54,454.68,5.12,106.6,34.14
2025-06-01 19:05:59,473.06,19.94,129.03,22.41
2025-06-01 19:06:04,157.17,6.98,141.38,18.53
2025-06-01 19:06:09,155.9,5.86,161.86,30.73
2025-06-01 19:06:14,379.11,10.75,195.61,32.56
2025-06-01 19:06:19,214.55,17.12,121.4,30.4
2025-06-01 19:06:24,390.34,19.46,132.4,38.91
2025-06-01 19:06:29,488.18,12.06,69.96,19.39
2025-06-01 19:06:34,446.21,17.59,170.03,23.17
2025-06-01 19:06:39,357.13,8.61,103.22,15.09
2025-06-01 19:06:44,188.09,10.33,97.83,39.08
2025-06-01 19:06:49,254.68,14.87,74.07,24.13
2025-06-01 19:06:54,145.31,19.89,95.3,22.3
2025-06-01 19:06:59,181.53,6.65,107.02,31.03
2025-06-01 19:07:04,348.03,15.4,119.2,43.23
2025-06-01 19:07:09,414.4,7.54,66.48,19.77
2025-06-01 19:07:14,472.55,16.38,163.45,27.35
2025-06-01 19:07:19,300.39,6.5,170.31,10.07
2025-06-01 19:07:24,299.83,7.89,52.45,45.7
2025-06-01 19:07:29,428.88,13.81,135.85,17.85
2025-06-01 19:07:34,435.9,18.01,76.93,32.67
2025-06-01 19:07:39,110.88,13.74,70.9,31.03
2025-06-01 19:07:44,474.81,18.27,53.85,27.13
2025-06-01 19:07:49,167.2,16.81,67.29,43.6
2025-06-01 19:07:54,412.5,17.82,93.39,25.79
2025-06-01 19:07:59,239.96,18.84,117.32,25.3
2025-06-01 19:08:04,340.79,11.71,138.01,20.26
2025-06-01 19:08:09,287.08,5.69,76.52,16.47
2025-06-01 19:08:14,423.2,12.67,162.5,21.85
2025-06-01 19:08:19,309.66,15.61,103.37,14.33
2025-06-01 19:08:24,137.54,13.34,82.84,39.11
2025-06-01 19:08:29,339.46,11.77,158.62,14.25
2025-06-01 19:08:34,217.34,5.24,194.42,30.6
2025-06-01 19:08:39,207.17,7.07,74.99,29.84
2025-06-01 19:08:44,354.51,18.88,158.8,21.88
2025-06-01 19:08:49,324.36,14.04,157.4,41.42
2025-06-01 19:08:54,179.17,8.17,114.84,10.32
2025-06-01 19:08:59,270.82,16.93,185.38,26.99
2025-06-01 19:09:04,469.89,16.27,54.17,26.63
2025-06-01 19:09:10,401.68,7.05,100.64,12.46
2025-06-01 19:09:15,397.58,16.25,93.06,13.83
2025-06-01 19:09:20,270.22,8.75,159.24,36.72
2025-06-01 19:09:25,281.19,7.37,95.3,40.12
2025-06-01 19:09:30,321.81,19.32,159.45,22.88
2025-06-01 19:09:35,109.85,5.42,55.43,28.7
2025-06-01 19:09:40,130.42,10.12,99.92,44.99
2025-06-01 19:09:45,247.12,8.9,153.18,36.66
2025-06-01 19:09:50,412.96,15.01,155.12,46.9
2025-06-01 19:09:55,132.46,12.66,178.03,21.84
2025-06-01 19:10:00,394.49,7.12,179.74,48.99
2025-06-01 19:10:05,304.12,17.58,96.65,16.4
2025-06-01 19:10:10,312.95,6.8,54.11,16.49
2025-06-01 19:10:15,196.92,18.2,130.63,19.54
2025-06-01 19:10:20,477.18,7.25,150.99,16.39
2025-06-01 19:10:25,333.21,13.62,84.05,23.97
2025-06-01 19:10:30,159.73,12.45,194.3,20.7
2025-06-01 19:10:35,149.92,9.57,197.41,25.73
2025-06-01 19:10:40,130.72,14.23,164.94,28.97
2025-06-01 19:10:45,346.85,9.83,139.61,33.02
2025-06-01 19:10:50,168.45,16.72,127.13,48.39
2025-06-01 19:10:55,251.63,17.59,91.31,30.89
2025-06-01 19:11:00,157.51,19.79,70.19,29.26
2025-06-01 19:11:05,152.38,19.34,91.67,27.26
2025-06-01 19:11:10,249.01,17.22,122.78,27.38
2025-06-01 19:11:15,464.44,19.02,81.24,47.84
2025-06-01 19:11:20,354.48,19.15,122.19,36.86
2025-06-01 19:11:25,391.89,9.81,154.65,40.62
2025-06-01 19:11:30,485.47,16.84,50.52,46.73
2025-06-01 19:11:35,114.5,18.7,118.78,14.21
2025-06-01 19:11:40,415.55,11.46,61.89,37.46
2025-06-01 19:11:45,152.95,7.43,149.54,36.3
2025-06-01 19:11:50,351.38,15.42,74.61,14.54
2025-06-01 19:11:55,140.8,16.2,75.45,27.24
2025-06-01 19:12:00,469.03,10.56,133.81,19.2
2025-06-01 19:12:05,376.17,9.33,54.41,13.24
2025-06-01 19:12:10,316.99,17.31,105.6,43.07
2025-06-01 19:12:15,431.61,17.03,127.15,37.65
2025-06-01 19:12:20,262.52,17.5,121.08,32.02
2025-06-01 19:12:25,294.21,12.09,192.79,47.76
2025-06-01 19:12:30,214.17,10.16,88.6,47.82
2025-06-01 19:12:35,393.9,11.41,150.83,26.93
2025-06-01 19:12:40,412.36,16.86,98.2,42.87
2025-06-01 19:12:45,335.82,12.61,192.31,18.42
2025-06-01 19:12:50,161.84,6.05,64.27,19.94
2025-06-01 19:12:55,116.15,7.72,99.39,25.44
2025-06-01 19:13:00,118.78,14.87,97.05,33.26
2025-06-01 19:13:05,223.96,19.56,115.34,33.93
2025-06-01 19:13:10,170.16,8.56,64.85,31.54
2025-06-01 19:13:15,373.68,8.16,133.7,17.17
2025-06-01 19:13:20,122.99,19.23,96.66,44.61
2025-06-01 19:13:25,379.05,6.58,176.43,10.23
2025-06-01 19:13:30,200.14,7.64,73.15,21.22
2025-06-01 19:13:35,111.09,18.79,147.42,33.7
2025-06-01 19:13:40,128.02,19.27,105.88,18.74
2025-06-01 19:13:45,421.76,17.74,165.02,24.65
2025-06-01 19:13:50,404.93,14.24,62.02,11.76
2025-06-01 19:13:55,398.78,17.1,93.34,45.05
2025-06-01 19:14:00,363.14,16.85,112.15,17.38
2025-06-01 19:14:05,361.87,19.09,126.37,48.07
2025-06-01 19:14:10,342.91,12.66,110.22,39.64
2025-06-01 19:14:15,175.91,12.92,50.35,29.69
2025-06-01 19:14:20,281.92,14.03,130.22,36.88
2025-06-01 19:14:25,101.32,13.81,90.28,32.45
2025-06-01 19:14:30,222.56,13.92,98.06,32.83
2025-06-01 19:14:35,258.77,14.77,101.46,26.01
2025-06-01 19:14:40,346.75,17.57,150.34,45.85
2025-06-01 19:14:45,483.12,10.01,156.04,36.62
2025-06-01 19:14:50,249.12,17.94,112.22,47.08
2025-06-01 19:14:55,137.02,14.65,179.87,38.1
2025-06-01 19:15:00,488.98,15.9,97.82,44.92
2025-06-01 19:15:05,493.78,9.34,60.62,13.18
2025-06-01 19:15:10,138.75,12.01,69.93,33.19
2025-06-01 19:15:15,284.83,15.13,89.39,35.65
2025-06-01 19:15:20,393.86,5.63,69.66,47.23
2025-06-01 19:15:25,339.07,12.4,147.32,14.34
2025-06-01 19:15:30,171.52,5.39,65.36,14.54
2025-06-01 19:15:35,449.14,5.36,146.01,30.08
2025-06-01 19:15:40,204.94,9.32,60.97,43.96
2025-06-01 19:15:45,482.4,9.84,148.97,34.4
2025-06-01 19:15:50,377.56,14.06,173.48,25.22
2025-06-01 19:15:55,461.47,18.49,151.52,47.63
2025-06-01 19:16:00,243.05,19.02,177.94,22.72
2025-06-01 19:16:05,372.31,6.93,122.76,10.46
2025-06-01 19:16:10,264.04,9.65,75.57,10.84
2025-06-01 19:16:15,255.25,14.75,165.17,45.19
2025-06-01 19:16:20,254.32,16.87,57.87,36.05
2025-06-01 19:16:25,313.72,14.05,142.54,11.17
2025-06-01 19:16:30,376.49,16.73,171.61,49.39
2025-06-01 19:16:35,229.68,19.34,52.5,39.0
2025-06-01 19:16:40,184.31,9.19,147.19,17.16
2025-06-01 19:16:45,249.61,18.47,156.13,25.76
2025-06-01 19:16:50,377.85,11.48,179.24,11.11
2025-06-01 19:16:55,368.18,6.86,67.53,37.53
2025-06-01 19:17:00,311.47,13.09,103.35,47.57
2025-06-01 19:17:05,203.56,18.01,63.7,32.18
2025-06-01 19:17:10,107.72,14.62,68.19,19.33
2025-06-01 19:17:15,432.87,18.45,61.51,43.67
2025-06-01 19:17:20,241.58,15.62,72.53,24.29
2025-06-01 19:17:25,339.62,18.08,91.41,37.42
2025-06-01 19:17:30,339.78,6.54,175.46,23.88
2025-06-01 19:17:35,334.24,12.12,122.81,23.43
2025-06-01 19:17:40,314.05,18.99,152.22,39.32
2025-06-01 19:17:45,106.03,8.06,98.05,48.5
2025-06-01 19:17:50,266.57,12.84,139.98,49.62
2025-06-01 19:17:55,134.78,11.62,189.67,17.93
2025-06-01 19:18:00,431.8,13.0,177.55,42.94
2025-06-01 19:18:05,286.88,12.06,148.56,18.0
2025-06-01 19:18:10,332.8,19.87,184.41,37.31
2025-06-01 19:18:15,489.64,12.86,167.84,11.28
2025-06-01 19:18:20,433.88,13.14,102.51,12.29
2025-06-01 19:18:25,363.85,6.05,130.45,21.9
2025-06-01 19:18:30,207.24,12.62,158.49,33.09
2025-06-01 19:18:35,496.14,8.92,107.52,26.01
2025-06-01 19:18:40,316.95,16.84,93.85,41.37
2025-06-01 19:18:45,325.77,19.78,169.36,20.54
2025-06-01 19:18:50,486.88,5.78,74.89,12.02
2025-06-01 19:18:55,408.07,17.24,92.28,43.33
2025-06-01 19:19:00,389.09,11.8,112.28,12.73
2025-06-01 19:19:05,337.49,6.85,119.76,16.19
2025-06-01 19:19:10,417.29,8.52,191.25,44.0
2025-06-01 19:19:15,289.06,10.32,128.7,38.74
2025-06-01 19:19:20,201.03,5.11,105.45,45.61
2025-06-01 19:19:26,334.66,14.21,65.29,36.73
2025-06-01 19:19:31,167.83,12.26,143.04,26.25
2025-06-01 19:19:36,479.1,5.05,50.44,48.66
2025-06-01 19:19:41,295.0,7.09,63.43,39.12
2025-06-01 19:19:46,290.31,8.85,60.91,23.19
2025-06-01 19:19:51,132.16,15.67,165.42,21.03
2025-06-01 19:19:56,471.92,7.65,154.33,12.61
2025-06-01 19:20:01,315.9,19.99,128.82,23.19
2025-06-01 19:20:06,166.83,14.85,87.09,13.69
2025-06-01 19:20:11,394.44,18.95,94.57,23.6
2025-06-01 19:20:16,175.96,13.22,83.77,35.61
